イベント名,イベント名(英語),カテゴリ,開始日,終了日,イベント説明,イベント説明(英語),開催場所について,イベントスケジュールについて,イベント開始時刻,イベント終了時刻,利用料金,問合先,問合先電話番号,主催者,開催場所施設名,駐車場有無,緯度,経度,対象地区,画像URL,ホームページアドレス,情報変更日時,情報作成日時
立待地区　〜ベビータッチング〜,"",子育て,2018/01/31,2018/01/31,講師：漆崎 由美氏　定員20組　＊地区親子優先　＊申込締切1/16,"",鯖江市立待公民館,10:00〜,10:00,"","",鯖江市立待公民館,0778-51-3376,"",鯖江市立待公民館,"",35.983106,136.174076,立待地区,http://www.city.sabae.fukui.jp/bin/001527-10-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/tachimachikominkan/tachimachikominkan.html,"",""
子育て支援センタ−　2月生まれの誕生会,"",子育て,2018/02/02,2018/02/02,2月生まれのお友達をみんなでお祝いしましょう !,"",鯖江市子育て支援センタ−,11:00〜11：30,11:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
片上地区　〜子育てひろば〜,"",子育て,2018/02/07,2018/02/07,子育て広場を開催します。子育てサポーターがお待ちしています。,"",鯖江市片上公民館,10:00〜,10:00,"","",鯖江市片上公民館,0778-51-4801,"",鯖江市片上公民館,"",35.973656,136.230857,片上地区,http://www.city.sabae.fukui.jp/bin/000093-02-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/katagamikominkan/katakamikominkan.html,"",""
子育て支援センタ−　子育て講座〜お母さんの気になることにお答えします〜,"",子育て,2018/02/14,2018/02/14,大雪のため、3月に延期します。,"",鯖江市子育て支援センタ−,10:00〜11：30,10:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
吉川地区　〜♪楽しいコンサート♪〜,"",子育て,2018/02/16,2018/02/16,大雪のため、中止します。,"",鯖江市吉川公民館,10:00〜11：00,10:00,"","",鯖江市吉川公民館,0778-62-1020,"",鯖江市吉川公民館,"",35.96307,136.157338,吉川地区,http://www.city.sabae.fukui.jp/bin/000095-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/yoshikawakominkan/yoshikawakominkan.html,"",""
子育て支援センタ−　ファミリーデー（お父さんデー）,"",子育て,2018/02/17,2018/02/17,大雪のため、中止します。,"",鯖江市子育て支援センタ−,10:00〜12：00,10:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
神明鳥羽地区　〜ベビータッチング〜,"",子育て,2018/02/19,2018/02/19,大雪のため、中止となりました。,"",鯖江市神明公民館,10:00〜,10:00,"","",鯖江市神明公民館,0778-51-5065,"",鯖江市神明公民館,"",35.970727,136.178959,神明鳥羽地区,http://www.city.sabae.fukui.jp/bin/002159-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinmeikominkan/shinmeikominkan.html,"",""
子育て支援センタ−　親子遊び,"",子育て,2018/02/20,2018/02/20,講師：酒井　勇美子氏　　　定員：15組（申込制）,"",鯖江市子育て支援センタ−,10:00〜11:00,10:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
片上地区　〜子育てひろば〜,"",子育て,2018/02/21,2018/02/21,子育て広場を開催します。子育てサポーターがお待ちしています。,"",鯖江市片上公民館,10:00〜,10:00,"","",鯖江市片上公民館,0778-51-4801,"",鯖江市片上公民館,"",35.973656,136.230857,片上地区,http://www.city.sabae.fukui.jp/bin/000093-02-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/katagamikominkan/katakamikominkan.html,"",""
鯖江地区　〜親子遊び〜,"",子育て,2018/02/21,2018/02/21,講師：酒井　勇美子氏　　親子で一緒に楽しみましょう！,"",ふれあいみんなの館・さばえ,10:00〜,10:00,"","",鯖江市鯖江公民館,0778-51-3010,"",ふれあいみんなの館・さばえ,"",35.93766,136.179764,"","",https://www.city.sabae.fukui.jp/about_city/shinoshokai/kokyoshisetsu/fureaiminnanoyakata.html,"",""
河和田地区　〜ベビータッチングと育児相談〜,"",子育て,2018/02/23,2018/02/23,講師：高橋　有希子氏　　＊子育てマイスターさんの育児相談もあります。,"",鯖江市河和田公民館,10:30〜,10:30,"","",鯖江市河和田公民館,0778-65-0403,"",鯖江市河和田公民館,"",35.951021,136.274053,河和田地区,http://www.city.sabae.fukui.jp/bin/000098-04-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/kawadakominkan/kawadakominkan.html,"",""
子育て支援センタ−　栄養士相談会,"",子育て,2018/02/27,2018/02/27,講師：健康づくり課　管理栄養士,"",鯖江市子育て支援センタ−,10:00〜11:00,10:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
新横江地区　〜人形劇を見よう〜,"",子育て,2018/03/01,2018/03/01,公演：COSAPO人形劇団,"",鯖江市新横江保育園,10:00〜,10:00,"","",鯖江市新横江公民館,0778-51-2969,"",鯖江市新横江保育園,"",35.941833,136.195819,新横江地区,"",http://www.shinyokoehoikuen.jp/outline,"",""
中河地区　〜親子遊び〜,"",子育て,2018/03/01,2018/03/01,講師：漆崎 由美氏　,"",鯖江市中河公民館,10:00〜,10:00,"","",鯖江市中河公民館,0778-51-3102,"",鯖江市中河公民館,"",35.956213,136.208984,中河地区,http://www.city.sabae.fukui.jp/bin/000699-02-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/nakagawakominkan/nakagawakominkan.html,"",""
子育て支援センタ−　3月生まれの誕生会,"",子育て,2018/03/02,2018/03/02,3月生まれのお友達をみんなでお祝いしましょう !,"",鯖江市子育て支援センタ−,11:00〜11：30,11:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
子育て支援センタ−　ベビータッチング,"",子育て,2018/03/06,2018/03/06,講師：漆崎　由美氏　　　定員：15組（申込制）,"",鯖江市子育て支援センタ−,14:00〜15:00,14:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
片上地区　〜おおきくなったね・みんなで遊ぼう〜,"",子育て,2018/03/07,2018/03/07,文殊っこあつまれ！みんなでお祝いしましょう♪,"",鯖江市片上公民館,10:00〜,10:00,"","",鯖江市片上公民館,0778-51-4801,"",鯖江市片上公民館,"",35.973656,136.230857,片上地区,http://www.city.sabae.fukui.jp/bin/000093-02-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/katagamikominkan/katakamikominkan.html,"",""
子育て支援センタ−　親子交通安全教室,"",子育て,2018/03/08,2018/03/08,講師：市交通安全指導員,"",鯖江市子育て支援センタ−,10:30〜11:00,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
吉川地区　〜ベビータッチング〜,"",子育て,2018/03/09,2018/03/09,講師に松井久美氏をお招きして開催します！,"",鯖江市吉川公民館,10:30〜,10:30,"","",鯖江市吉川公民館,0778-62-1020,"",鯖江市吉川公民館,"",35.96307,136.157338,吉川地区,http://www.city.sabae.fukui.jp/bin/000095-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/yoshikawakominkan/yoshikawakominkan.html,"",""
河和田地区　〜親子遊び＆終了式〜,"",子育て,2018/03/09,2018/03/09,講師：NPO生涯体育学習振興機構インストラクター,"",鯖江市河和田公民館,10:30〜,10:30,"","",鯖江市河和田公民館,0778-65-0403,"",鯖江市河和田公民館,"",35.951021,136.274053,河和田地区,http://www.city.sabae.fukui.jp/bin/000098-04-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/kawadakominkan/kawadakominkan.html,"",""
豊地区　〜もうすぐ一年生〜,"",子育て,2018/03/11,2018/03/11,講師：味寺　美和子氏　新一年生の親子さん！みんなで友達になろう！,"",鯖江市豊公民館,10:00〜,10:00,"","",鯖江市豊公民館,0778-62-1011,"",鯖江市豊公民館,"",35.945984,136.152168,豊地区,http://www.city.sabae.fukui.jp/bin/000722-02-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/yutakakominkan/yutakakominkan.html,"",""
立待地区　〜保健師相談会＆ママカフェ〜,"",子育て,2018/03/12,2018/03/12,今年度最後の事業になります。保健師さんに子育て相談したり、みんなでお話しましょう。,"",鯖江市立待公民館,10:30〜,10:30,"","",鯖江市立待公民館,0778-51-3376,"",鯖江市立待公民館,"",35.983106,136.174076,立待地区,http://www.city.sabae.fukui.jp/bin/001527-10-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/tachimachikominkan/tachimachikominkan.html,"",""
子育て支援センタ−　子育て講座〜お母さんの気になることにお答えします〜,"",子育て,2018/03/14,2018/03/14,講師：臨床発達心理士　富田純子氏　＊お子さんの遊んでいる様子を見ながら個別相談ができます。,"",鯖江市子育て支援センタ−,10:00〜11：30,10:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
鯖江地区　〜ベビータッチング〜,"",子育て,2018/03/14,2018/03/14,講師：漆崎 由美氏　定員30名（申込制）　鯖江公民館（℡51-3010）へ,"",アイアイ鯖江,10:00〜,10:00,"","",鯖江市鯖江公民館,0778-51-3010,"",アイアイさばえ,"",35.961634,136.187786,鯖江地区,http://www.city.sabae.fukui.jp/bin/000874-02-1.jpg,https://www.city.sabae.fukui.jp/about_city/shinoshokai/kokyoshisetsu/aiai_kenkofukushi.html,"",""
子育て支援センタ−　ファミリーデー（お父さんデー）,"",子育て,2018/03/17,2018/03/17,家族でゆったりふれあいの時間をお楽しみください。,"",鯖江市子育て支援センタ−,10:00〜12：00,10:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
神明鳥羽地区　〜ミニコンサート〜,"",子育て,2018/03/19,2018/03/19,公演：しょっぱん,"",鯖江市神明公民館,10:00〜,10:00,"","",鯖江市神明公民館,0778-51-5065,"",鯖江市神明公民館,"",35.970727,136.178959,神明鳥羽地区,http://www.city.sabae.fukui.jp/bin/002159-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinmeikominkan/shinmeikominkan.html,"",""
子育て支援センタ−　がっちゃんのお話会,"",子育て,2018/03/27,2018/03/27,講師の先生の都合により、中止となりました。,"",鯖江市子育て支援センタ−,10:30〜11:00,10:30,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
子育て支援センタ−　4月生まれの誕生会,"",子育て,2018/04/13,2018/04/13,4月生まれのお友達をみんなでお祝いしましょう !,"",鯖江市子育て支援センタ−,11:00〜11：30,11:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
片上地区　〜子育てひろば〜,"",子育て,2018/04/18,2018/04/18,子育て広場を開催します。子育てサポーターがお待ちしています。,"",鯖江市片上公民館,10:00〜,10:00,"","",鯖江市片上公民館,0778-51-4801,"",鯖江市片上公民館,"",35.973656,136.230857,片上地区,http://www.city.sabae.fukui.jp/bin/000093-02-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/katagamikominkan/katakamikominkan.html,"",""
子育て支援センタ−　身体測定,"",子育て,2018/04/20,2018/04/20,＊希望される方は定例日以外でも測定できます。,"",鯖江市子育て支援センタ−,9:00〜,09:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
子育て支援センタ−　5月生まれの誕生会,"",子育て,2018/05/11,2018/05/11,5月生まれのお友達をみんなでお祝いしましょう !,"",鯖江市子育て支援センタ−,11:00〜11：30,11:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
北中山地区　〜ひよこ広場（リズム遊びと人形劇）〜,"",子育て,2018/05/12,2018/05/12,講師：高橋有希子氏・COSAPO人形劇団,"",鯖江市北中山公民館,10:00〜,10:00,"","",鯖江市北中山公民館,0778-65-1001,"",鯖江市北中山公民館,"",35.95175,136.237798,"","",https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/kitanakayama/kitanakayamakominkan.html,"",""
子育て支援センタ−　ベビータッチング,"",子育て,2018/05/15,2018/05/15,講師：漆崎　由美氏　　　定員：15組（申込制）　＊初めての方優先,"",鯖江市子育て支援センタ−,14:00〜15:00,14:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
新横江地区　〜リズムで遊ぼう〜,"",子育て,2018/05/17,2018/05/17,講師：山田美由紀氏,"",鯖江市新横江公民館,10:00〜,10:00,"","",鯖江市新横江公民館,0778-51-2969,"",鯖江市新横江公民館,"",35.942024,136.200731,新横江地区,http://www.city.sabae.fukui.jp/bin/000090-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinyokoekominkan/shinyokoekominkan.html,"",""
子育て支援センタ−　ファミリーデー（お父さんデー）,"",子育て,2018/05/19,2018/05/19,家族でゆったりふれあいの時間をお楽しみください。,"",鯖江市子育て支援センタ−,10:00〜12：00,10:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
神明鳥羽地区　〜保健師さんとお話とママカフェ〜,"",子育て,2018/05/21,2018/05/21,講師：保健師　樫尾　由衣氏　　＊問合せ・・・神明公民館,"",アイアイ鯖江,10:00〜,10:00,"","",鯖江市神明公民館,0778-51-5065,"",鯖江市神明公民館,"",35.970727,136.178959,神明鳥羽地区,http://www.city.sabae.fukui.jp/bin/002159-01-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/shinmeikominkan/shinmeikominkan.html,"",""
立待地区　〜ベビータッチング〜,"",子育て,2018/05/21,2018/05/21,講師：漆崎　由美氏　　　,"",鯖江市立待公民館,10:30〜,10:30,"","",鯖江市立待公民館,0778-51-3376,"",鯖江市立待公民館,"",35.983106,136.174076,立待地区,http://www.city.sabae.fukui.jp/bin/001527-10-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/tachimachikominkan/tachimachikominkan.html,"",""
鯖江地区　〜親子体操〜,"",子育て,2018/05/23,2018/05/23,講師：藤田　有布子氏　　親子で一緒に楽しみましょう！,"",ふれあいみんなの館・さばえ,10:00〜,10:00,"","",鯖江市鯖江公民館,0778-51-3010,"",ふれあいみんなの館・さばえ,"",35.93766,136.179764,"","",https://www.city.sabae.fukui.jp/about_city/shinoshokai/kokyoshisetsu/fureaiminnanoyakata.html,"",""
片上地区　〜子育てひろば〜,"",子育て,2018/05/23,2018/05/23,子育て広場を開催します。子育てサポーターがお待ちしています。,"",鯖江市片上公民館,10:00〜,10:00,"","",鯖江市片上公民館,0778-51-4801,"",鯖江市片上公民館,"",35.973656,136.230857,片上地区,http://www.city.sabae.fukui.jp/bin/000093-02-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/katagamikominkan/katakamikominkan.html,"",""
子育て支援センタ−　保健師相談会,"",子育て,2018/05/24,2018/05/24,講師：保健師 樫尾　由衣氏,"",鯖江市子育て支援センタ−,14:00〜15:00,14:00,"","",鯖江市子育て支援センタ−,0778-51-3527,"","","","","","","","","",""
中河地区　〜ベビータッチング〜,"",子育て,2018/05/24,2018/05/24,講師：漆崎 由美氏　,"",鯖江市中河公民館,10:00〜,10:00,"","",鯖江市中河公民館,0778-51-3102,"",鯖江市中河公民館,"",35.956213,136.208984,中河地区,http://www.city.sabae.fukui.jp/bin/000699-02-1.jpg,https://www.city.sabae.fukui.jp/kosodate_kyoiku/shogaigakushu/nakagawakominkan/nakagawakominkan.html,"",""
河和田地区　〜ほう葉飯作り〜,"",子育て,2018/05/25,2018/05/25,管理栄養士さんより、今後のヒントになる食のお話もあります！,"",鯖江市東部児童センター,10:00〜,10:00,"","",鯖江市河和田公民館,0778-65-0403,"",鯖江市東部児童センター,"",35.94828,136.258072,河和田地区,"","","",""
